ID,ID_corrected,操作判断,操作前准备1,操作前准备2,操作前准备3,操作过程1,操作过程2,操作过程3.1,操作过程3.2,操作过程4,操作过程5.1,操作过程5.2,操作过程6,操作后处理,overall
1017-jzt5-1,1017-jzt-11,5,5,5,5,5,5,5,5,5,10,15,11,9,8
1019-msp-09,1019-msp-09,5,5,5,5,5,5,5,5,0,10,15,15,10,10
1017-sly-10,1017-sly-10,5,5,5,5,5,5,5,5,5,10,15,12,7,8
1015-xxd-07,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1014-wll-07,1014-wll-07,5,5,5,4,5,5,5,5,5,10,14,15,8,9
1019-jyy-08,,5,4,0,5,5,4,5,5,0,10,15,14,10,8
1017-wtb-7,1017-wtb-07,5,3,5,5,4,5,3,5,5,10,15,12,5,6
1017-ywp-8,1017-ywp-08,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1014-msp-03,,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1019-msp-10,1019-msp-10,5,5,5,5,5,5,5,5,0,10,15,15,10,10
1015-dsc-08,,5,5,5,5,4,5,3,5,5,10,14,15,10,9
1018-ypp2-1,1018-ypp-01,5,4,5,5,3,5,5,5,5,10,15,13,7,6
1016-rxy2-7,1016-rxy-07,5,5,5,5,5,5,2,5,5,10,13,11,7,8
1019-jyy-10,,5,4,1,5,5,4,5,5,0,10,15,14,10,8
1015-rxy-10,,5,5,5,5,5,5,5,5,5,8,15,12,10,8
1017-ywp-1,1017-ywp-01,5,5,5,5,5,5,3,5,5,10,15,15,10,9
1015-zmt-7,1015-zmt-07,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1019-yzl-01,,5,4,5,5,5,4,4,5,5,10,15,13,10,9
1017-msp2-8,1017-msp-08,5,5,5,5,1,5,1,5,5,10,15,12,7,3
1017-ljt-3,1017-ljt-03,5,5,5,5,5,5,5,5,5,10,15,10,8,8
1019-jyy-07,,5,4,0,5,5,4,5,5,0,10,15,13,10,8
0312-zwl-9,0312-zwl-09,4,5,5,5,5,3,4,5,0,6,15,15,8,7
1015-zch-07,,5,5,5,5,5,5,5,5,5,10,15,14,10,10
1019-xxd4-04,1019-xxd-04,5,5,5,5,5,5,5,5,5,10,15,15,10,9
311-sly-06,0311-sly-06-sj,5,5,5,5,5,5,2,5,5,8,14,13,7,7
0312-jzb-8,0312-jzb-08,5,3,5,5,5,3,3,5,4,10,15,8,7,6
1014-dt2-05,1014-dt2-05,5,3,5,3,5,5,4,5,5,10,15,15,7,9
1015-sfk-05,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1017-jzt5-4,1017-jzt-14,5,5,5,5,5,5,2,5,5,10,15,12,7,8
1019-lsp3-02,1019-msp-02,5,5,4,5,5,5,5,5,0,10,12,15,10,9
0310-chr-07,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1019-hwq-09,,5,4,5,4,5,4,5,5,0,10,15,13,10,9
1019-hwq-06,,5,5,5,4,5,4,5,5,5,10,15,15,10,10
1019-lsp3-04,1019-msp-04,5,5,5,5,5,5,5,5,3,10,12,15,10,10
1015-yxq-5,1015-yxq-05,5,5,5,5,1,5,1,5,1,1,15,15,7,5
1016-jzt-5,1016-jzt-05,5,5,3,3,5,5,5,5,5,10,15,10,8,7
1018-sly-03,1018-sly-03,5,5,4,5,5,5,5,5,5,10,15,15,10,7
0310-dsc-06,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1015-dsc-06,,5,5,5,5,4,5,3,5,5,10,15,12,10,8
1015-zmt-6,1015-zmt-06,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1016-jzt-8,1016-jzt-08,5,5,3,3,5,5,5,5,0,10,15,13,7,6
0312-zmt-5,0312-zmt-05,5,3,5,5,5,3,3,5,3,10,15,15,9,9
0312-gyq-05,0312-gyx-05,5,3,5,5,5,3,3,5,3,10,15,15,8,8
1015-yxq-3,1015-yxq-03,5,5,5,5,2,5,1,5,1,1,15,15,7,6
1019-hwq-04,,5,4,4,4,5,4,3,5,0,10,15,14,10,9
1018-wll2-02,1018-wll-02,5,5,5,5,5,5,5,5,3,10,15,15,10,10
1017-msp2-1,1017-msp-01,5,5,5,5,2,5,5,5,5,10,15,12,7,6
0312-gyq-09,0312-gyx-09,5,3,5,5,5,3,5,5,3,10,15,15,9,9
1017-ywp-4,1017-ywp-04,5,5,5,5,5,5,3,5,5,10,15,15,10,10
311-lyl-03,0311-lyl-03-sj,5,5,5,5,5,5,4,5,5,10,15,11,7,8
1017-ywp-6,1017-ywp-06,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-zwl-1,0312-zwl-01,5,3,5,5,5,3,5,5,0,6,15,15,8,7
1016-jyy-3,1016-jyy-03,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1016-jzt-10,1016-jzt-10,5,5,4,4,5,5,5,5,5,10,15,14,8,8
0310-lxw-09,,5,5,5,5,5,5,5,5,5,10,15,10,10,8
1017-sly2-1,1017-sly-01,5,5,5,5,5,5,5,5,5,10,15,10,8,9
1016-rxy2-1,1016-rxy-01,5,5,5,5,5,5,2,5,5,10,15,11,9,8
1018-hzy-02,,5,4,4,5,5,5,5,5,0,10,15,15,10,7
1016-jyy-7,1016-jyy-07,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1016-jzt3-10,1016-jzt3-10,5,5,5,5,5,5,5,5,5,7,15,13,8,8
1015-tfy-02,,5,5,5,5,5,5,5,5,5,10,15,15,5,10
1016-hzm-5,1016-hmz-05,5,5,5,5,2,5,0,5,1,10,15,15,7,8
0312-zwl-10,,5,3,5,5,4,3,5,5,0,6,15,15,8,7
1018-rxy3-01,1018-rxy-01,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-lh-04,1018-lh-04,5,5,5,5,5,5,5,5,0,10,15,15,8,7
1015-dsc-10,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
311-jzt-01,0311-jzt-01-sj,5,5,5,5,5,5,5,5,5,10,13,11,7,6
311-yzl-06,0311-yzl-06-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,8
0312-zwl-4,0312-zwl-04,5,3,5,5,5,3,3,5,0,6,15,15,8,7
1015-ypp-01,,5,5,5,5,5,5,3,5,5,10,15,15,10,10
311-jzt-03,0311-jzt-03-sj,5,5,5,5,5,5,5,5,5,10,13,14,8,8
311-lyl-01,0311-lyl-01-sj,5,5,5,5,5,5,4,5,5,5,15,15,6,6
1018-tfy-10,1018-tfy-10,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1019-yzl-03,,5,4,5,4,5,4,4,5,5,10,15,13,10,8
1019-hwq-03,,5,4,4,4,5,4,3,5,0,10,15,14,10,8
0312-zmt-4,0312-zmt-04,5,3,5,5,5,3,5,5,4,10,15,15,9,9
0310-syq-10,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
311-jzt-09,0311-jzt-09-sj,5,5,5,5,5,5,5,5,5,10,13,14,8,9
1016-tfy2-7,1016-tfy-07,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-cwk-05,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1015-dsc-03,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
1019-hwq-02,,5,4,5,4,5,4,5,5,0,10,15,13,10,10
1015-tfy-07,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1017-zmt2-2,1017-zmt-02,5,5,5,5,5,5,5,5,5,10,15,13,8,9
1015-zch-10,,5,5,5,5,5,5,5,5,5,7,15,13,10,8
0312-zwl-6,0312-zwl-06,4,5,5,5,5,3,5,5,0,6,15,15,8,7
1018-hzy-03,,5,4,4,5,5,5,5,5,0,10,15,15,10,7
1018-rxy-10,1018-rxy-10,5,5,5,5,5,5,5,5,5,10,15,15,8,9
311-yzl-05,0311-yzl-05-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,8
311-sly-04,0311-sly-04-sj,5,5,5,5,5,5,5,5,5,9,14,15,8,8
1015-xxd-03,,5,5,5,5,5,5,5,5,5,10,15,15,5,9
1019-hwq-05,,5,4,4,4,5,4,3,5,5,10,15,14,10,10
0310-syq-05,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1016-jyy-4,1016-jyy-04,5,5,5,5,5,5,5,5,5,10,15,12,10,9
0312-gyq-08,0312-gyx-08,5,3,5,5,5,3,3,5,0,10,15,15,8,8
0310-lym-09,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1014-dt3-04,1014-dt3-04,5,5,5,5,5,5,5,5,5,10,15,15,7,8
1018-tfy-09,1018-tfy-09,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1019-yzl-02,,5,4,5,5,5,4,4,5,5,10,15,13,10,8
0312-jzb-4,0312-jzb-04,5,3,5,5,5,4,5,5,4,10,12,8,7,6
1016-zwl2-10,1016-zwl-10,5,5,5,5,2,5,5,5,5,10,15,10,6,5
1014-sly-06,1014-sly-06,5,5,5,5,5,5,5,5,3,10,15,15,8,9
1018-tfy3-04,1018-tfy-04,5,5,5,5,5,5,5,5,0,10,10,15,10,9
0312-zmt-3,0312-zmt-03,5,3,5,5,5,3,5,5,3,10,15,15,9,9
1014-sly-10,1014-sly-10,5,5,5,5,5,5,5,5,3,10,15,15,9,9
1016-rxy2-3,1016-rxy-03,5,5,5,5,5,5,2,5,5,10,15,11,8,8
1015-xxd-02,,5,5,5,5,5,5,5,5,5,10,15,15,5,9
1018-sly3-02,1018-sly-06,5,5,4,5,5,5,5,5,5,10,15,15,10,7
0312-sxy-6,0312-sxy-06,4,5,5,5,5,3,5,5,4,10,15,15,9,9
1015-bjx-05,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-lxw-06,,5,5,5,5,5,5,5,5,5,10,15,13,10,8
1019-ywp-03,,5,4,1,5,5,5,5,5,5,10,15,14,10,10
1019-jyy-04,,5,4,0,5,5,4,5,5,0,10,15,14,10,9
0310-dt-09,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1015-yxq-8,1015-yxq-08,5,5,5,5,2,5,2,5,1,7,15,15,8,6
0310-lzz-04,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1016-jzt3-1,1016-jzt3-01,5,5,5,5,5,5,5,5,5,0,15,10,6,6
1019-hwq-10,,5,4,5,4,5,5,3,5,0,10,15,14,10,10
1014-zwl-10,1014-zwl-10,5,5,5,5,3,5,5,5,5,10,15,15,10,9
1017-ljt-1,1017-ljt-01,5,5,5,5,5,5,5,5,5,10,15,10,8,8
1017-jzt5-6,1017-jzt-16,5,5,5,5,5,5,2,5,5,10,15,13,8,8
311-lyl-09,0311-lyl-09-sj,5,5,5,5,5,5,4,5,5,10,15,15,7,5
0310-dsc-07,,5,5,5,5,5,5,5,5,5,9,15,15,10,9
1018-lh-02,1018-lh-02,5,5,5,5,5,5,5,5,0,10,15,15,8,7
1016-rxy2-9,1016-rxy-09,5,5,5,5,5,5,2,5,5,10,15,13,7,8
1014-hmz-09,1014-hmz-09,5,3,3,5,3,5,5,5,5,8,15,12,7,8
1019-ywp-05,,5,4,1,5,5,5,5,5,5,10,15,15,10,10
1019-zyt-04,,5,4,0,4,5,5,5,5,5,10,15,15,9,9
311-lyl-02,0311-lyl-02-sj,5,5,5,5,5,5,4,5,5,10,15,15,8,8
1017-ljt-10,1017-ljt-10,5,5,5,5,5,5,5,5,5,10,15,10,8,8
311-bjx-06,0311-bjx-06-sj,5,5,5,5,5,5,3,5,5,7,15,13,7,8
1017-jzt4-10,1017-jzt-10,5,5,5,5,5,5,2,5,5,5,15,13,5,5
1018-wll-07,1018-wll-07,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-xxd-01,,5,5,5,5,5,5,3,5,5,10,15,14,5,9
1019-xxd4-01,1019-xxd-01,5,5,5,5,5,5,5,5,0,10,15,15,10,10
1019-xxd-08,1019-xxd-08,5,5,5,5,5,5,5,5,5,10,15,10,10,9
1017-sly2-4,1017-sly-04,5,5,5,5,5,5,5,5,5,8,15,10,6,8
311-lyl-07,0311-lyl-07-sj,5,5,5,5,5,5,4,5,5,10,15,15,8,5
1018-ypp2-7,1018-ypp-07,5,4,5,5,3,5,5,5,5,10,15,13,7,7
0312-xxd-3,0312-xxd-03,4,3,5,5,5,3,3,5,0,10,15,15,8,8
1016-jzt3-2,1016-jzt3-02,5,5,5,5,5,5,2,5,5,0,15,13,6,6
1014-wll-08,1014-wll-08,5,5,5,4,5,5,5,5,5,10,14,12,8,8
1019-lsp3-01,1019-msp-01,5,5,5,5,5,5,5,5,3,10,15,15,10,10
1018-wll-09,1018-wll-09,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1017-jzt5-10,1017-jzt-20,5,5,5,5,5,5,2,5,5,10,15,13,7,8
1015-ypp-05,,5,5,5,5,5,5,3,5,5,8,15,15,10,9
1018-yzl2-9,1018-yzl-09,5,4,3,5,4,5,5,5,5,10,15,13,7,7
1019-yzl-05,,5,4,5,5,5,4,4,5,5,10,15,13,10,9
1014-zyj-07,1014-zyj-07,5,5,5,5,5,5,5,5,4,10,15,15,9,9
1019-hwq-08,,5,5,5,4,5,4,5,5,5,10,15,15,10,10
0312-lxh-4,0312-lxh-04,5,3,5,5,5,4,5,5,4,10,13,15,9,9
0310-cwk-10,,5,5,5,5,5,5,5,5,5,8,15,15,10,9
1018-tfy-07,1018-tfy-07,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1019-xxd-10,1019-xxd-10,5,5,5,5,5,5,5,5,5,10,15,10,10,9
311-wsx-01,0311-wsx-01-sj,5,5,5,5,5,5,5,5,0,9,14,15,9,9
1014-zyj-08,1014-zyj-08,5,5,5,5,5,5,5,5,4,10,15,15,9,9
0310-lxw-08,,5,5,5,5,5,5,5,5,5,10,15,10,10,8
1018-yzl2-6,1018-yzl-06,5,4,3,5,4,5,5,5,0,10,15,13,5,6
1019-jyy-02,,5,4,0,5,5,4,5,5,0,10,15,13,10,8
1017-hmz3-1,1017-hmz-01,5,5,3,3,1,5,5,5,5,10,15,11,6,6
1015-zch-01,,5,5,5,5,5,5,5,5,5,10,15,15,5,10
1014-wll-04,,5,5,5,4,5,5,5,5,5,10,13,12,7,8
311-jzt-02,0311-jzt-02-sj,5,5,5,5,5,5,5,5,5,10,13,11,6,6
1014-dt2-07,1014-dt2-07,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1014-zyj-04,,5,5,5,5,5,5,5,5,5,10,15,12,9,9
1016-hzm-7,1016-hmz-07,5,5,5,5,2,5,0,5,1,10,15,15,7,8
1018-sly-02,1018-sly-02,5,5,4,5,5,5,5,5,5,10,15,15,10,7
1019-jyy-09,,5,4,0,5,5,4,5,5,0,10,15,14,10,9
1015-ypp-04,,5,5,5,5,5,5,3,5,5,10,15,15,10,10
1014-dt2-08,1014-dt2-08,5,3,5,5,5,5,5,5,5,8,15,15,8,9
1018-lh-05,1018-lh-05,5,5,5,5,5,5,5,5,0,10,15,15,8,7
1017-msp2-10,1017-msp-10,5,3,5,5,1,5,1,5,5,10,15,12,7,5
1017-yzl-10,1017-yzl-10,5,5,5,5,5,5,2,5,0,5,15,12,8,7
1017-jzt4-6,1017-jzt-06,5,5,5,5,5,5,2,5,5,5,15,11,5,5
1017-ljt-2,1017-ljt-02,5,5,5,5,5,5,5,5,5,10,15,10,8,8
1018-sly-10,1018-sly-10,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1014-wll-03,,5,5,5,4,5,5,5,5,5,10,14,12,7,8
1015-sfk-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-ypp-10,,5,5,5,5,5,5,3,5,5,8,15,15,10,10
1019-xxd-06,1019-xxd-06,5,5,5,5,5,5,5,5,0,10,15,10,10,9
1016-dsc-4,1016-dsc-04,5,5,5,5,1,5,5,5,5,0,15,12,8,4
1018-wll-08,1018-wll-08,5,5,5,5,5,5,5,5,5,10,15,13,10,9
311-sly-08,0311-sly-08-sj,5,5,5,5,5,5,5,5,5,9,14,15,7,6
1014-wll-10,1014-wll-10,5,5,5,4,5,5,5,5,5,10,15,12,8,8
1018-sly3-01,1018-sly-01,5,5,4,5,5,5,5,5,5,10,15,15,10,7
311-bjx-05,0311-bjx-05-sj,5,5,5,5,5,5,3,5,5,10,15,13,8,8
0310-lxw-03,,5,5,5,5,5,5,5,5,5,10,15,10,10,8
1015-rxy-07,,5,5,5,5,5,5,5,5,5,8,15,12,10,8
311-yzl-10,0311-yzl-10-sj,5,5,5,5,5,5,5,5,0,8,13,13,7,7
0310-dt-01,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
0312-gyq-03,0312-gyx-03,5,3,5,5,5,3,5,5,3,10,15,15,9,9
0310-dt-08,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1018-sfk-03,1018-sfk-03,5,5,5,5,5,5,5,5,5,10,15,15,9,9
0312-zmt-6,0312-zmt-06,5,3,5,5,5,3,5,5,3,10,15,15,9,9
0310-chr-09,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1017-sly2-5,1017-sly-05,5,5,5,5,5,5,5,5,5,10,15,10,8,8
1019-xxd-09,1019-xxd-09,5,5,5,5,5,5,5,5,5,10,15,10,10,9
1019-zyt-01,,5,4,0,4,5,4,5,5,5,10,15,15,8,9
1014-hmz-10,1014-hmz-10,5,3,3,5,3,5,5,5,5,8,15,12,7,8
1016-jyy-10,1016-jyy-10,5,5,5,5,5,5,5,5,5,10,15,15,10,9
311-lyl-06,0311-lyl-06-sj,5,5,5,5,5,5,4,5,5,10,15,15,7,5
1018-lh-07,,5,3,4,5,5,5,5,5,5,10,15,15,10,10
1016-hzm-1,1016-hmz-01,5,5,5,5,2,5,0,5,1,10,15,15,7,8
0310-lym-02,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1017-msp2-2,1017-msp-02,5,5,5,5,2,5,5,5,5,10,15,12,7,7
1018-wll2-03,1018-wll-03,5,5,5,5,5,5,5,5,5,10,15,15,10,10
311-wsx-03,0311-wsx-03-sj,5,5,5,5,5,5,5,5,0,5,12,14,7,7
1018-ypp2-6,1018-ypp-06,5,4,5,5,3,5,5,5,5,10,15,13,6,7
1017-ljt-6,1017-ljt-06,5,5,5,5,5,5,5,5,5,10,15,10,8,8
1017-ywp-3,1017-ywp-03,5,5,5,5,5,5,3,5,5,10,15,15,10,9
1018-rxy3-03,1018-rxy-03,5,5,5,5,5,5,5,5,5,10,15,12,10,10
1018-sfk-01,1018-sfk-01,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1016-jyy-2,1016-jyy-02,5,5,5,5,5,5,5,5,5,5,15,12,10,9
0312-zwl-2,0312-zwl-02,5,3,5,5,5,3,3,5,0,6,15,15,8,7
0312-lxh-2,0312-lxh-02,4,5,5,5,5,3,5,5,4,10,15,15,9,9
1019-rgt-02,1019-rjt-02,5,4,5,5,4,4,5,5,0,10,15,15,10,9
1018-xxd3-9,1018-xxd-09,5,4,5,5,4,5,5,5,5,10,15,12,2,6
0310-chr-05,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
0312-jzb-9,0312-jzb-09,4,3,5,5,5,3,5,5,4,10,15,8,7,6
0312-lxh-1,0312-lxh-01,4,3,5,5,5,3,5,5,4,10,15,15,9,9
311-jzt-04,0311-jzt-04-sj,5,5,5,5,5,5,5,5,5,10,14,11,7,7
0310-lzz-01,,5,5,5,5,5,5,5,5,0,10,15,15,10,9
1014-dt1-03,1014-dt1-03,5,5,5,5,5,5,4,5,5,7,15,15,9,9
1016-hzm-10,1016-hmz-10,5,5,5,5,2,5,0,5,1,10,15,15,8,8
1015-tfy-04,,5,5,5,5,5,5,5,5,5,10,15,15,5,10
0310-dsc-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1016-jzt-3,1016-jzt-03,5,5,3,3,5,5,3,5,5,10,15,10,7,6
0310-lxw-05,,5,5,5,5,5,5,5,5,5,10,15,10,10,8
1015-dsc-05,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
311-jzt-06,0311-jzt-06-sj,5,5,5,5,5,5,5,5,5,10,13,11,8,8
311-bjx-08,0311-bjx-08-sj,5,5,5,5,5,5,3,5,5,10,15,15,9,8
0312-sxy-5,0312-sxy-05,4,3,5,5,5,3,5,5,4,10,15,15,8,9
1014-dt2-06,1014-dt2-06,5,5,5,5,5,5,4,5,5,9,15,15,8,9
0310-lzz-08,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1016-hzm-8,1016-hmz-08,5,5,5,5,2,5,0,5,1,10,15,15,8,6
1019-hwq-18,1019-hwq-18,5,5,5,5,5,5,5,5,0,5,15,15,10,9
0310-lym-08,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
311-sly-01,0311-sly-01-sj,5,5,5,5,5,5,5,5,5,3,15,15,7,6
1015-bjx-04,,5,5,5,5,5,5,5,5,5,10,15,14,10,10
1018-sfk2-09,1018-sfk-09,5,5,5,5,5,5,5,5,0,10,12,15,10,10
1018-sly-07,1018-sly-07,5,5,5,5,5,5,5,5,5,10,15,15,9,9
311-bjx-09,0311-bjx-09-sj,5,5,5,5,5,5,3,5,5,10,15,15,9,8
1015-rxy-05,,5,5,5,5,5,5,5,5,5,5,15,10,10,7
1015-yxq-4,1015-yxq-04,5,5,5,5,2,5,1,5,1,1,15,15,8,6
311-wsx-02,0311-wsx-02-sj,5,5,5,5,5,5,5,5,0,5,13,15,7,7
0310-lym-01,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1014-dt2-09,1014-dt2-09,5,5,5,5,5,5,5,5,5,10,15,15,8,9
0310-syq-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-tfy3-03,1018-tfy-03,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-chr-02,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1016-jzt-7,1016-jzt-07,5,5,3,3,5,5,5,5,5,10,15,12,8,6
1016-jzt2-7,1016-jzt2-07,5,5,5,5,5,5,5,5,5,8,15,11,7,7
1015-ypp-08,,5,5,5,5,5,5,2,5,5,10,14,15,10,10
1014-zwl-05,,5,5,5,5,3,5,5,5,5,10,15,12,9,9
1016-jzt-2,1016-jzt-02,5,5,3,3,5,5,3,5,0,8,15,10,5,5
311-sly-03,0311-sly-03-sj,5,5,5,5,5,5,5,5,5,9,14,15,8,8
1016-jyy-8,1016-jyy-08,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1019-yzl-04,,5,4,5,5,5,4,4,5,5,10,15,14,10,9
1018-rxy3-05,1018-rxy-05,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1017-ywp-9,1017-ywp-09,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-tfy-06,1018-tfy-06,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1018-sfk2-08,1018-sfk-08,5,5,5,5,5,5,5,5,0,10,12,15,10,10
311-jzt-07,0311-jzt-07-sj,5,5,5,5,5,5,5,5,5,10,13,11,7,7
1019-zyt-03,,5,4,0,4,5,4,5,5,5,10,15,15,9,9
1014-zwl-09,1014-zwl-09,5,5,5,5,3,5,5,5,5,10,15,15,9,9
1016-tfy2-2,1016-tfy-02,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-rgt-01,1019-rjt-01,5,4,5,5,5,4,5,5,0,10,15,15,10,10
1014-wll-09,1014-wll-09,5,5,5,4,5,5,5,5,5,10,15,12,8,8
0312-zmt-9,0312-zmt-09,5,3,5,5,5,3,5,5,3,10,15,15,8,9
0310-dsc-04,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1016-tfy2-4,1016-tfy-04,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-zmt-4,1015-zmt-04,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1015-tfy-01,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1016-jzt3-6,1016-jzt3-06,5,5,5,5,5,5,5,5,5,8,15,11,7,6
1019-yzl-07,,5,4,5,5,5,4,4,5,5,10,15,13,10,9
1018-rxy-06,1018-rxy-06,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1015-zch-03,,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1015-rxy-04,,5,5,5,5,5,5,5,5,5,6,15,10,10,7
1016-rxy2-2,1016-rxy-02,5,5,5,5,5,5,2,5,5,10,15,11,8,8
1017-wtb-3,1017-wtb-03,5,3,5,5,4,5,3,5,5,10,15,10,0,3
1017-jzt4-8,1017-jzt-08,5,5,5,5,5,5,2,5,5,5,15,13,5,5
1016-dsc-9,1016-dsc-09,5,5,5,5,2,5,5,5,5,0,15,10,6,5
1019-hwq-19,1019-hwq-19,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1019-hwq-13,1019-hwq-13,5,5,5,5,5,5,5,5,0,5,15,15,10,9
0312-xxd-8,0312-xxd-08,5,3,5,5,5,3,3,5,0,10,15,15,8,8
1017-sly-07,1017-sly-07,5,5,5,5,5,5,5,5,5,10,14,12,7,7
1015-ypp-09,,5,5,5,5,5,5,3,5,5,10,15,15,10,10
1015-tfy-06,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-lym-10,,5,5,5,5,5,5,5,5,5,8,15,13,10,9
1018-sly-05,1018-sly-05,5,5,4,5,5,5,5,5,5,10,15,15,10,7
1019-rgt-06,1019-rjt-06,5,4,5,5,5,4,5,5,0,10,15,15,10,8
1014-dt3-06,1014-dt3-06,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-lzz-10,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1018-sfk2-06,1018-sfk-06,5,5,5,5,5,5,5,5,5,10,12,15,10,10
1015-yxq-10,1015-yxq-10,5,5,5,5,2,5,2,5,1,7,15,15,8,6
0312-lxh-10,,4,3,5,5,5,3,5,5,4,10,15,15,7,7
0310-lzz-06,,5,5,5,5,5,5,5,5,5,10,15,13,10,9
1016-zwl2-7,1016-zwl-07,5,5,5,5,2,5,5,5,5,10,15,10,6,5
1015-bjx-03,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1016-jzt2-9,1016-jzt2-09,5,5,5,5,5,5,5,5,5,8,15,13,8,7
0310-chr-08,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1019-lsp3-05,1019-msp-05,5,5,5,5,5,5,5,5,3,10,12,15,10,10
1019-hwq-12,1019-hwq-12,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1018-hzy-04,,5,4,4,5,5,5,5,5,0,10,15,15,10,7
1014-dt1-09,1014-dt1-09,5,5,5,5,5,5,4,5,5,10,15,15,8,9
1017-wtb-5,1017-wtb-05,5,3,5,5,4,5,3,5,5,10,12,12,2,3
0310-lzz-09,,5,5,5,5,5,5,5,5,0,10,15,13,10,9
1018-xxd3-6,1018-xxd-06,5,4,5,5,4,5,5,5,5,5,13,12,2,5
1016-hzm-9,1016-hmz-09,5,5,5,5,2,5,0,5,1,10,15,15,8,8
1015-zmt-3,1015-zmt-03,5,5,5,5,5,5,5,5,5,10,15,12,10,9
1017-zmt2-10,1017-zmt-10,5,5,5,5,5,5,5,5,5,10,15,13,8,9
311-lyl-05,0311-lyl-05-sj,5,5,5,5,5,5,4,5,5,10,15,15,9,9
1018-sfk-04,1018-sfk-04,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1017-yzl-4,1017-yzl-04,5,5,5,5,5,5,2,5,0,5,15,11,7,6
1015-dsc-01,,5,5,5,5,4,5,3,5,5,10,15,13,10,9
0312-xxd-4,0312-xxd-04,4,5,5,5,5,3,3,5,0,10,10,15,8,8
0312-lxh-8,0312-lxh-08,4,3,5,3,5,4,5,5,4,10,15,15,9,9
1019-ywp-04,,5,4,1,5,5,5,5,5,5,10,15,15,10,9
0312-jzb-2,0312-jzb-02,4,5,5,5,5,3,5,5,4,10,15,8,8,7
0310-chr-04,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
