ID,ID_corrected,操作判断,操作前准备1,操作前准备2,操作前准备3,操作过程1,操作过程2,操作过程3.1,操作过程3.2,操作过程4,操作过程5.1,操作过程5.2,操作过程6,操作后处理,overall
1019-jyy-09,,5,4,0,5,5,4,5,5,0,10,15,14,10,9
1015-jyy-01,,5,4,5,5,5,5,5,0,5,10,15,14,0,8
1019-hwq-05,,5,4,4,4,5,4,3,5,5,10,15,14,10,10
311-jzt-03,0311-jzt-03-sj,5,5,5,5,5,5,5,5,5,10,13,14,8,8
311-wsx-08,0311-wsx-08-sj,5,5,5,5,5,5,5,0,0,5,14,14,7,7
1019-zyt-04,,5,4,0,4,5,5,5,5,5,10,15,15,9,9
1018-xxd3-10,1018-xxd-10,5,4,5,5,4,5,3,3,0,10,15,15,2,6
1015-xxd-03,,5,5,5,5,5,5,5,5,5,10,15,15,5,9
1018-sly-03,1018-sly-03,5,5,4,5,5,5,5,5,5,10,15,15,10,7
0312-xxd-2,0312-xxd-02,5,3,5,5,5,4,3,5,0,10,15,15,8,8
1016-hzm-9,1016-hmz-09,5,5,5,5,2,5,0,5,1,10,15,15,8,8
311-bjx-07,0311-bjx-07-sj,5,5,5,5,5,5,3,5,5,10,15,15,9,9
1019-hwq-08,,5,5,5,4,5,4,5,5,5,10,15,15,10,10
0312-zmt-2,0312-zmt-02,5,3,5,5,5,3,3,5,4,10,15,15,9,9
1015-yxq-5,1015-yxq-05,5,5,5,5,1,5,1,5,1,1,15,15,7,5
1014-dt3-03,1014-dt3-03,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1016-hzm-5,1016-hmz-05,5,5,5,5,2,5,0,5,1,10,15,15,7,8
0312-xxd-1,0312-xxd-01,5,3,5,5,5,3,3,5,0,10,15,15,8,7
311-wsx-02,0311-wsx-02-sj,5,5,5,5,5,5,5,5,0,5,13,15,7,7
1019-hwq-13,1019-hwq-13,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1016-tfy2-3,1016-tfy-03,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-sxy-7,0312-sxy-07,4,3,5,5,5,3,5,3,4,10,15,15,8,9
1015-sfk-10,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-cwk-02,,5,5,5,5,5,5,5,5,5,8,15,15,10,9
1015-yxq-3,1015-yxq-03,5,5,5,5,2,5,1,5,1,1,15,15,7,6
1016-tfy2-5,1016-tfy-05,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1017-jzt4-5,1017-jzt-05,5,5,5,5,5,5,5,4,5,10,15,15,10,8
1014-msp-05,,5,5,5,5,4,5,3,4,5,10,15,15,9,8
0312-zwl-2,0312-zwl-02,5,3,5,5,5,3,3,5,0,6,15,15,8,7
311-bjx-08,0311-bjx-08-sj,5,5,5,5,5,5,3,5,5,10,15,15,9,8
1014-msp-08,1014-msp-08,5,5,3,5,4,5,3,4,5,10,15,15,9,8
1015-sfk-02,,5,5,5,5,5,5,5,5,5,7,15,15,10,10
1019-hwq-15,1019-hwq-15,5,5,5,5,5,5,5,5,0,5,15,15,10,9
0310-syq-07,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1014-dt1-07,1014-dt1-07,5,5,5,5,5,5,4,5,5,10,15,15,7,8
1015-bjx-10,,5,5,5,5,5,5,5,5,5,5,15,15,10,8
1018-rxy-06,1018-rxy-06,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1018-sly-07,1018-sly-07,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1014-dt1-04,1014-dt1-04,5,5,5,5,5,5,5,5,5,8,15,15,8,8
1015-yxq-7,1015-yxq-07,5,5,5,5,2,5,2,5,1,7,15,15,7,8
1018-lyl3-4,1018-lyl-04,5,5,5,5,4,5,4,4,5,10,15,15,8,9
0312-lxh-10,,4,3,5,5,5,3,5,5,4,10,15,15,7,7
1015-dsc-08,,5,5,5,5,4,5,3,5,5,10,14,15,10,9
0310-cwk-07,,5,5,5,5,5,5,5,5,5,8,15,15,10,9
0312-zwl-1,0312-zwl-01,5,3,5,5,5,3,5,5,0,6,15,15,8,7
1015-zch-01,,5,5,5,5,5,5,5,5,5,10,15,15,5,10
1015-sfk-06,,5,5,5,5,5,5,5,5,5,5,13,15,10,8
1016-jyy-1,1016-jyy-01,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1018-rxy3-02,1018-rxy-02,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-dsc-03,,5,5,5,5,5,5,5,2,5,10,15,15,10,9
0310-hch-03,,5,5,5,5,5,5,3,3,5,10,15,15,10,8
1018-hzy-04,,5,4,4,5,5,5,5,5,0,10,15,15,10,7
0310-dsc-09,,5,5,5,5,5,5,5,2,5,10,15,15,10,9
0312-lxh-2,0312-lxh-02,4,5,5,5,5,3,5,5,4,10,15,15,9,9
0310-cwk-10,,5,5,5,5,5,5,5,5,5,8,15,15,10,9
1019-ywp-04,,5,4,1,5,5,5,5,5,5,10,15,15,10,9
1018-lyl3-8,1018-lyl-08,5,5,5,5,5,5,4,0,5,10,15,15,8,8
1018-hzy-05,,5,4,4,5,5,5,5,0,0,10,15,15,10,7
1015-sfk-01,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-xxd-4,0312-xxd-04,4,5,5,5,5,3,3,5,0,10,10,15,8,8
1016-hzm-2,1016-hmz-02,5,5,5,5,2,5,0,5,1,10,15,15,7,8
1018-tfy3-02,1018-tfy-02,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-gyq-04,0312-gyx-04,5,3,5,5,5,3,5,5,0,10,15,15,8,8
0312-sxy-1,0312-sxy-01,3,3,5,5,5,3,5,5,0,10,15,15,8,8
1014-zwl-06,1014-zwl-06,5,5,5,5,3,5,5,5,5,10,15,15,9,9
0312-sxy-10,,4,3,5,5,5,3,5,5,4,10,15,15,9,9
1018-xxd3-7,1018-xxd-07,5,4,5,5,4,5,5,5,5,10,15,15,2,6
1014-sly-10,1014-sly-10,5,5,5,5,5,5,5,5,3,10,15,15,9,9
311-lyl-01,0311-lyl-01-sj,5,5,5,5,5,5,4,5,5,5,15,15,6,6
0312-gyq-10,0312-gyx-10,5,3,5,5,5,3,3,5,0,10,15,15,8,8
1015-zch-04,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
0310-cwk-06,,5,5,5,5,5,5,5,5,5,8,15,15,10,9
0310-dsc-07,,5,5,5,5,5,5,5,5,5,9,15,15,10,9
1018-ypp2-9,1018-ypp-09,5,4,5,5,3,5,5,5,5,10,15,15,7,7
1018-wll-07,1018-wll-07,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-hwq-19,1019-hwq-19,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1018-hzy-01,,5,4,4,5,5,5,5,5,0,10,15,15,10,9
0310-hch-08,,5,5,5,5,5,5,3,3,5,2,15,15,10,8
0310-hch-05,,5,5,5,5,5,5,3,3,5,10,15,15,10,8
1018-sfk2-07,1018-sfk-07,5,5,5,5,5,5,5,5,0,10,12,15,10,10
1014-dt2-04,1014-dt2-04,5,5,5,5,5,5,5,5,5,8,15,15,5,8
1015-bjx-09,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-lxh-6,0312-lxh-06,5,3,5,5,4,3,5,5,4,10,15,15,8,8
1018-yzl2-2,1018-yzl-02,5,4,3,0,4,5,3,3,0,10,15,15,3,5
1018-tfy3-04,1018-tfy-04,5,5,5,5,5,5,5,5,0,10,10,15,10,9
1018-tfy-10,1018-tfy-10,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1014-msp-04,,5,5,5,5,5,5,5,5,5,10,15,15,7,9
1015-sfk-03,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-hzy-02,,5,4,4,5,5,5,5,5,0,10,15,15,10,7
1018-rxy3-01,1018-rxy-01,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-yxq-6,1015-yxq-06,5,5,5,5,2,5,2,5,1,7,15,15,7,8
0312-gyq-07,0312-gyx-07,5,3,5,5,5,3,5,5,0,10,15,15,8,8
0310-chr-01,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1017-ywp-5,1017-ywp-05,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1016-hzm-7,1016-hmz-07,5,5,5,5,2,5,0,5,1,10,15,15,7,8
1018-lyl3-5,1018-lyl-05,5,5,5,5,4,5,4,4,5,10,15,15,8,9
1015-zmt-1,1015-zmt-01,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1018-sly-09,1018-sly-09,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1015-tfy-06,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1014-wll-06,1014-wll-06,5,5,5,4,5,5,5,5,5,10,15,15,8,9
1018-tfy-06,1018-tfy-06,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1019-hwq-12,1019-hwq-12,5,5,5,5,5,5,5,5,0,5,15,15,10,9
1017-jzt4-4,1017-jzt-04,5,5,5,5,5,5,5,4,5,10,15,15,10,8
0312-zwl-3,0312-zwl-03,5,3,5,5,5,3,5,5,0,6,15,15,8,7
0312-zwl-9,0312-zwl-09,4,5,5,5,5,3,4,5,0,6,15,15,8,7
0310-dsc-01,,5,5,5,5,5,5,5,2,5,10,15,15,10,9
311-bjx-09,0311-bjx-09-sj,5,5,5,5,5,5,3,5,5,10,15,15,9,8
1018-rxy3-05,1018-rxy-05,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-ypp2-10,1018-ypp-10,5,4,5,5,3,5,5,5,5,10,15,15,7,7
1014-zyj-07,1014-zyj-07,5,5,5,5,5,5,5,5,4,10,15,15,9,9
0312-zwl-6,0312-zwl-06,4,5,5,5,5,3,5,5,0,6,15,15,8,7
1017-ywp-10,1017-ywp-10,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-lh-05,1018-lh-05,5,5,5,5,5,5,5,5,0,10,15,15,8,7
1016-hzm-4,1016-hmz-04,5,5,5,5,2,5,0,5,1,10,15,15,8,8
1015-yxq-2,1015-yxq-02,5,5,5,5,2,5,1,5,1,1,15,15,7,5
1014-zyj-10,1014-zyj-10,5,5,5,5,5,5,5,5,4,10,15,15,9,9
1014-sly-05,,5,5,5,5,4,5,5,4,4,7,15,15,9,8
0312-gyq-05,0312-gyx-05,5,3,5,5,5,3,3,5,3,10,15,15,8,8
1015-ypp-01,,5,5,5,5,5,5,3,5,5,10,15,15,10,10
0310-dsc-02,,5,5,5,5,5,5,5,2,5,10,15,15,10,9
1015-xxd-07,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1016-jyy-10,1016-jyy-10,5,5,5,5,5,5,5,5,5,10,15,15,10,9
0310-hch-01,,5,5,5,5,5,5,3,2,5,10,15,15,10,8
1019-msp-09,1019-msp-09,5,5,5,5,5,5,5,5,0,10,15,15,10,10
1015-xxd-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
311-lyl-02,0311-lyl-02-sj,5,5,5,5,5,5,4,5,5,10,15,15,8,8
1014-sly-04,,5,5,5,5,4,5,5,4,4,7,15,15,9,8
1014-dt1-01,1014-dt1-01,5,3,3,3,5,5,4,5,5,8,15,15,7,8
1014-dt2-05,1014-dt2-05,5,3,5,3,5,5,4,5,5,10,15,15,7,9
1016-hzm-1,1016-hmz-01,5,5,5,5,2,5,0,5,1,10,15,15,7,8
1015-zch-09,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-lxh-7,0312-lxh-07,4,3,5,5,5,3,5,5,4,7,15,15,8,8
1018-lh-03,1018-lh-03,5,5,5,5,5,5,5,5,0,10,15,15,8,7
1018-lyl3-10,1018-lyl-10,5,4,5,5,4,5,4,0,5,10,15,15,8,8
1014-sly-03,,5,5,5,5,4,5,5,4,4,7,15,15,9,8
0312-zwl-10,,5,3,5,5,4,3,5,5,0,6,15,15,8,7
1019-xxd4-03,1019-xxd-03,5,5,5,5,5,5,5,5,5,10,15,15,10,9
311-lyl-10,0311-lyl-10-sj,5,5,5,5,5,5,4,5,5,10,15,15,7,5
0312-lxh-4,0312-lxh-04,5,3,5,5,5,4,5,5,4,10,13,15,9,9
1019-msp-08,1019-msp-08,5,5,5,5,5,5,5,5,0,10,15,15,10,10
0310-syq-04,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-tfy3-03,1018-tfy-03,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-ypp-03,,5,5,5,5,5,5,3,5,5,10,15,15,10,10
1016-hzm-3,1016-hmz-03,5,5,5,5,2,5,0,5,1,10,15,15,7,8
0310-hch-04,,5,5,5,5,5,5,3,3,5,10,15,15,10,8
311-sly-10,0311-sly-10-sj,5,5,5,5,5,5,5,5,5,9,15,15,8,8
1018-sfk2-08,1018-sfk-08,5,5,5,5,5,5,5,5,0,10,12,15,10,10
1018-sly-04,1018-sly-04,5,5,4,5,5,5,5,5,5,10,15,15,10,7
1014-zwl-09,1014-zwl-09,5,5,5,5,3,5,5,5,5,10,15,15,9,9
311-sly-02,0311-sly-02-sj,5,5,5,5,5,5,5,5,5,8,14,15,7,7
1018-sfk-04,1018-sfk-04,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1018-wll-09,1018-wll-09,5,5,5,5,5,5,5,5,5,10,15,15,10,10
311-sly-03,0311-sly-03-sj,5,5,5,5,5,5,5,5,5,9,14,15,8,8
1018-wll2-04,1018-wll-04,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-rgt-03,1019-rjt-03,5,4,5,5,5,4,5,5,0,10,15,15,10,9
0312-zmt-9,0312-zmt-09,5,3,5,5,5,3,5,5,3,10,15,15,8,9
1018-yzl2-1,1018-yzl-01,5,3,4,4,3,5,3,3,0,10,15,15,3,6
1018-wll-06,1018-wll-06,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-chr-10,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1019-lsp3-02,1019-msp-02,5,5,4,5,5,5,5,5,0,10,12,15,10,9
311-lyl-09,0311-lyl-09-sj,5,5,5,5,5,5,4,5,5,10,15,15,7,5
1015-ypp-07,,5,5,5,5,5,5,3,3,5,10,15,15,10,10
1014-dt2-06,1014-dt2-06,5,5,5,5,5,5,4,5,5,9,15,15,8,9
1015-zmt-10,1015-zmt-10,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1019-zyt-01,,5,4,0,4,5,4,5,5,5,10,15,15,8,9
1018-yzl2-3,1018-yzl-03,5,4,3,0,4,5,3,3,0,10,15,15,3,5
1019-zyt-02,,5,4,0,4,5,5,5,5,5,10,15,15,9,8
0312-gyq-03,0312-gyx-03,5,3,5,5,5,3,5,5,3,10,15,15,9,9
1015-sfk-04,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-lyl3-7,1018-lyl-07,5,4,5,5,4,5,4,0,5,10,15,15,8,8
1019-xxd4-05,1019-xxd-05,5,5,5,5,5,5,5,5,5,10,15,15,10,9
0310-syq-09,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-rgt-04,1019-rjt-04,5,4,5,5,5,4,5,5,0,10,15,15,10,10
0312-zmt-4,0312-zmt-04,5,3,5,5,5,3,5,5,4,10,15,15,9,9
0310-cwk-04,,5,5,5,5,5,5,5,5,0,10,15,15,10,9
1018-sly-05,1018-sly-05,5,5,4,5,5,5,5,5,5,10,15,15,10,7
1019-hwq-07,,5,5,5,4,5,4,5,5,0,10,15,15,10,9
1017-jzt4-1,1017-jzt-01,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1015-bjx-06,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1018-hzy-03,,5,4,4,5,5,5,5,5,0,10,15,15,10,7
1019-lsp3-05,1019-msp-05,5,5,5,5,5,5,5,5,3,10,12,15,10,10
1018-sly-10,1018-sly-10,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1015-sfk-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-zch-06,,5,5,5,5,5,5,5,4,5,10,15,15,10,10
1018-sfk2-09,1018-sfk-09,5,5,5,5,5,5,5,5,0,10,12,15,10,10
0310-syq-10,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0312-zwl-8,0312-zwl-08,5,3,5,5,5,4,5,5,0,6,15,15,8,7
1015-ypp-05,,5,5,5,5,5,5,3,5,5,8,15,15,10,9
311-lyl-06,0311-lyl-06-sj,5,5,5,5,5,5,4,5,5,10,15,15,7,5
1015-tfy-10,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-dsc-04,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1015-bjx-02,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-cwk-08,,5,5,5,5,5,5,5,5,5,8,15,15,10,9
1014-dt3-02,1014-dt3-02,5,5,5,5,5,5,5,5,5,10,15,15,8,9
0312-sxy-5,0312-sxy-05,4,3,5,5,5,3,5,5,4,10,15,15,8,9
1014-msp-10,1014-msp-10,5,5,3,5,4,5,3,4,5,10,15,15,9,8
1014-zwl-08,1014-zwl-08,5,5,5,5,3,5,5,5,5,10,15,15,9,9
1018-wll2-02,1018-wll-02,5,5,5,5,5,5,5,5,3,10,15,15,10,10
1018-yzl2-4,1018-yzl-04,5,4,3,0,4,5,3,3,0,10,15,15,3,5
1017-ywp-6,1017-ywp-06,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-zmt-9,1015-zmt-09,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1014-dt2-03,1014-dt2-03,5,5,3,5,5,5,5,3,5,8,15,15,8,8
1014-dt1-06,1014-dt1-06,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1017-lyl2-9,1017-lyl-09,5,5,5,5,5,5,5,0,5,8,15,15,10,8
1016-jyy-9,1016-jyy-09,5,5,5,5,5,5,5,5,5,10,15,15,10,9
0312-xxd-8,0312-xxd-08,5,3,5,5,5,3,3,5,0,10,15,15,8,8
1019-zyt-03,,5,4,0,4,5,4,5,5,5,10,15,15,9,9
1018-sfk2-06,1018-sfk-06,5,5,5,5,5,5,5,5,5,10,12,15,10,10
1015-xxd-06,,5,5,5,5,5,5,3,5,0,10,15,15,5,8
1014-dt3-09,1014-dt3-09,5,5,5,5,5,5,5,4,5,10,15,15,8,9
1018-tfy3-05,1018-tfy-05,5,4,4,5,5,5,5,0,0,10,15,15,10,7
0310-hch-06,,5,5,5,5,5,5,3,2,5,7,15,15,10,8
0310-hch-02,,5,5,5,5,5,5,3,3,5,10,15,15,10,8
1018-lyl3-6,1018-lyl-06,5,4,5,5,4,5,4,0,5,10,15,15,8,8
1014-dt2-09,1014-dt2-09,5,5,5,5,5,5,5,5,5,10,15,15,8,9
0312-gyq-01,0312-gyx-01,5,3,5,5,5,3,5,5,0,10,15,15,8,8
1018-lh-07,,5,3,4,5,5,5,5,5,5,10,15,15,10,10
1019-hwq-20,1019-hwq-20,5,5,5,5,5,5,5,5,0,7,15,15,10,9
1019-lsp3-01,1019-msp-01,5,5,5,5,5,5,5,5,3,10,15,15,10,10
311-lyl-07,0311-lyl-07-sj,5,5,5,5,5,5,4,5,5,10,15,15,8,5
1015-yxq-4,1015-yxq-04,5,5,5,5,2,5,1,5,1,1,15,15,8,6
1019-lsp3-03,1019-msp-03,5,5,5,5,5,5,5,5,3,10,12,15,10,10
0312-lxh-5,0312-lxh-05,4,5,5,5,5,3,4,5,5,10,15,15,8,9
1015-tfy-03,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-sly-02,1018-sly-02,5,5,4,5,5,5,5,5,5,10,15,15,10,7
311-sly-09,0311-sly-09-sj,5,5,5,5,5,5,5,5,5,9,14,15,8,8
1018-rxy-08,1018-rxy-08,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1017-lyl2-10,1017-lyl-10,5,5,5,5,5,5,5,0,5,8,15,15,10,8
1015-tfy-01,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1019-rgt-10,1019-rjt-10,5,4,5,5,5,5,5,5,0,10,15,15,10,10
1018-rxy-10,1018-rxy-10,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1014-msp-06,1014-msp-06,5,5,3,5,3,5,3,4,5,10,15,15,9,8
1014-dt3-05,1014-dt3-05,5,5,5,5,5,5,5,5,5,10,15,15,7,8
1014-dt1-10,1014-dt1-10,5,5,5,5,5,5,4,5,5,10,15,15,8,9
1019-xxd4-04,1019-xxd-04,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1018-lh-01,1018-lh-01,5,5,5,5,5,5,5,5,5,10,15,15,8,8
0312-lxh-3,0312-lxh-03,4,3,5,5,5,3,5,3,4,10,15,15,8,9
1014-dt1-05,1014-dt1-05,5,5,5,5,5,5,5,5,5,10,15,15,9,9
0310-lzz-01,,5,5,5,5,5,5,5,5,0,10,15,15,10,9
1018-sly-08,1018-sly-08,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1019-msp-07,1019-msp-07,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-rgt-06,1019-rjt-06,5,4,5,5,5,4,5,5,0,10,15,15,10,8
1017-ywp-9,1017-ywp-09,5,5,5,5,5,5,5,5,5,10,15,15,10,10
311-sly-07,0311-sly-07-sj,5,5,5,5,5,5,5,5,5,9,14,15,8,8
1015-bjx-08,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1014-msp-07,1014-msp-07,5,5,4,5,3,5,3,4,5,10,15,15,9,8
1015-bjx-05,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1015-ypp-06,,5,5,5,5,5,5,3,5,5,10,15,15,10,10
1015-yxq-8,1015-yxq-08,5,5,5,5,2,5,2,5,1,7,15,15,8,6
0310-dsc-06,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1014-msp-09,1014-msp-09,5,5,3,5,4,5,3,4,5,10,15,15,9,8
1019-zyt-05,,5,4,0,4,5,4,5,5,5,10,15,15,8,9
1016-tfy2-10,1016-tfy-10,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1017-ywp-3,1017-ywp-03,5,5,5,5,5,5,3,5,5,10,15,15,10,9
1014-dt2-08,1014-dt2-08,5,3,5,5,5,5,5,5,5,8,15,15,8,9
0312-sxy-4,0312-sxy-04,5,3,5,5,5,3,3,5,0,10,15,15,8,8
311-bjx-04,0311-bjx-04-sj,5,5,5,5,5,5,3,5,5,10,15,15,9,9
1018-sfk-01,1018-sfk-01,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1019-hwq-17,1019-hwq-17,5,5,5,5,5,5,5,5,0,5,15,15,10,9
0312-gyq-02,0312-gyx-02,5,3,5,5,5,3,3,5,0,10,15,15,8,8
0310-hch-07,,5,3,5,5,5,5,3,3,5,2,15,15,10,8
1018-tfy3-01,1018-tfy-01,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-lh-09,,5,3,4,5,5,5,5,0,5,5,15,15,10,7
1018-rxy-07,1018-rxy-07,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1019-ywp-05,,5,4,1,5,5,5,5,5,5,10,15,15,10,10
0312-sxy-2,0312-sxy-02,3,3,5,5,5,3,3,5,0,10,15,15,8,7
1018-tfy-08,1018-tfy-08,5,5,5,5,5,5,5,5,5,10,15,15,8,9
0312-zmt-10,,5,3,5,5,5,3,3,5,4,10,15,15,8,9
0312-sxy-3,0312-sxy-03,3,3,5,5,5,3,5,5,3,10,15,15,8,9
0310-chr-03,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
0310-syq-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-hwq-01,,5,5,5,4,5,4,5,5,5,10,15,15,10,10
1018-lh-02,1018-lh-02,5,5,5,5,5,5,5,5,0,10,15,15,8,7
1017-ywp-8,1017-ywp-08,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1014-dt3-01,1014-dt3-01,5,5,5,5,5,5,5,5,5,10,15,15,7,9
1018-sfk-02,1018-sfk-02,5,5,5,5,5,5,5,5,5,10,15,15,9,9
1018-ypp2-4,1018-ypp-04,5,4,5,5,3,5,5,5,5,10,15,15,7,7
0310-chr-09,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
1019-msp-06,1019-msp-06,5,5,5,5,5,5,5,5,5,8,15,15,10,9
1015-tfy-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1014-hmz-02,,5,4,4,5,3,5,5,4,5,7,15,15,7,8
1015-yxq-10,1015-yxq-10,5,5,5,5,2,5,2,5,1,7,15,15,8,6
0312-zmt-5,0312-zmt-05,5,3,5,5,5,3,3,5,3,10,15,15,9,9
1014-dt3-07,1014-dt3-07,5,5,5,5,5,5,5,4,5,10,15,15,9,8
1014-wll-02,,5,5,5,5,5,5,5,5,5,10,15,15,7,9
1018-lh-06,,5,3,4,5,5,5,5,5,5,10,15,15,10,10
1014-dt2-02,1014-dt2-02,5,5,5,5,5,5,5,3,5,8,15,15,9,8
1019-msp-10,1019-msp-10,5,5,5,5,5,5,5,5,0,10,15,15,10,10
311-sly-01,0311-sly-01-sj,5,5,5,5,5,5,5,5,5,3,15,15,7,6
1014-zyj-09,1014-zyj-09,5,5,5,5,5,5,5,5,4,10,15,15,9,9
0310-hch-09,,5,5,5,5,5,5,3,3,5,2,15,15,10,8
1014-dt3-10,1014-dt3-10,5,5,5,5,5,5,5,5,5,10,15,15,8,9
0310-syq-03,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1019-xxd4-01,1019-xxd-01,5,5,5,5,5,5,5,5,0,10,15,15,10,10
1018-wll2-01,1018-wll-01,5,5,4,5,5,5,5,5,3,10,15,15,10,10
1016-tfy2-1,1016-tfy-01,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-cwk-05,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1014-zyj-06,1014-zyj-06,5,5,5,5,5,5,5,5,3,10,15,15,9,8
1019-hwq-11,1019-hwq-11,5,5,5,5,5,5,5,5,5,5,15,15,10,9
1017-jzt4-3,1017-jzt-03,5,5,5,5,5,5,5,5,5,10,15,15,10,9
0310-dsc-08,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
0312-xxd-3,0312-xxd-03,4,3,5,5,5,3,3,5,0,10,15,15,8,8
1015-bjx-03,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-chr-06,,5,5,5,5,5,5,5,5,5,7,15,15,10,9
0312-zmt-3,0312-zmt-03,5,3,5,5,5,3,5,5,3,10,15,15,9,9
0310-cwk-09,,5,5,5,5,5,5,5,5,5,10,15,15,10,9
1018-wll2-03,1018-wll-03,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1014-hmz-03,,5,4,4,5,3,5,5,4,5,7,15,15,7,8
311-lyl-08,0311-lyl-08-sj,5,5,5,5,5,5,4,5,5,10,15,15,7,5
1014-dt3-08,1014-dt3-08,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-lyl3-2,1018-lyl-02,5,5,5,5,4,5,4,4,5,10,15,15,8,9
1018-ypp2-3,1018-ypp-03,5,4,5,5,3,5,5,5,5,10,15,15,7,7
0312-xxd-7,0312-xxd-07,5,3,5,5,5,3,3,5,0,10,15,15,8,8
1018-yzl2-5,1018-yzl-05,5,4,3,0,4,5,3,3,0,10,15,15,3,5
1017-lyl2-1,1017-lyl-01,5,5,5,5,5,5,3,0,5,8,15,15,10,8
1014-msp-03,,5,5,5,5,5,5,5,5,5,10,15,15,8,9
1014-dt3-06,1014-dt3-06,5,5,5,5,5,5,5,5,5,10,15,15,10,10
0310-syq-02,,5,5,5,5,5,5,5,5,5,10,15,15,10,10
1018-sly3-02,1018-sly-06,5,5,4,5,5,5,5,5,5,10,15,15,10,7
1018-tfy-09,1018-tfy-09,5,5,5,5,5,5,5,5,5,10,15,15,8,9
